"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CHMIpA","CHMI-A","False"
"True","Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CHMIpB","CHMI-B","False"
"True","China Fund, Inc. (The) Common Stock","N"," ","False","100.0","False","","CHN","CHN","False"
"True","Loncar China BioPharma ETF","Q","G","True","100.0","False","N","","CHNA","False"
"True","Change Healthcare Inc. - Common Stock","Q","Q","False","100.0","False","N","","CHNG","False"
"True","Change Healthcare Inc. - Tangible Equity Units","Q","Q","False","100.0","False","N","","CHNGU","False"
"True","China Natural Resources, Inc. - Common Stock","Q","S","False","100.0","False","N","","CHNR","False"
"True","CHP Merger Corp. - Class A Common Stock","Q","S","False","100.0","False","N","","CHPM","False"
"True","CHP Merger Corp. - Unit","Q","S","False","100.0","False","N","","CHPMU","False"
"True","CHP Merger Corp. - Warrant","Q","S","False","100.0","False","N","","CHPMW","False"
"True","Charah Solutions, Inc. Common Stock","N"," ","False","100.0","False","","CHRA","CHRA","False"
"True","Coherus BioSciences, Inc. - Common Stock","Q","G","False","100.0","False","N","","CHRS","False"
"True","C.H. Robinson Worldwide, Inc. - Common Stock","Q","Q","False","100.0","False","N","","CHRW","False"
"True","Chico's FAS, Inc. Common Stock","N"," ","False","100.0","False","","CHS","CHS","False"
"True","CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4","Q","Q","False","100.0","False","N","","CHSCL","False"
"True","CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3","Q","Q","False","100.0","False","N","","CHSCM","False"
"True","CHS Inc - Preferred Class B Series 2 Reset Rate","Q","Q","False","100.0","False","N","","CHSCN","False"
"True","CHS Inc - Class B Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","CHSCO","False"
"True","CHS Inc - 8%  Cumulative Redeemable Preferred Stock","Q","Q","False","100.0","False","N","","CHSCP","False"
"True","Chunghwa Telecom Co., Ltd.","N"," ","False","100.0","False","","CHT","CHT","False"
"True","Charter Communications, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","CHTR","False"
"True","China Unicom (Hong Kong) Ltd Common Stock","N"," ","False","100.0","False","","CHU","CHU","False"
"True","Chuy's Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","CHUY","False"
"True","Calamos Global Dynamic Income Fund - Common Stock","Q","Q","False","100.0","False","N","","CHW","False"
"True","Chewy, Inc. Class A Common Stock","N"," ","False","100.0","False","","CHWY","CHWY","False"
"True","ChampionX Corporation Common Stock ","N"," ","False","100.0","False","","CHX","CHX","False"
"True","Calamos Convertible and High Income Fund - Common Stock","Q","Q","False","100.0","False","N","","CHY","False"
"True","Cigna Corporation Common Stock","N"," ","False","100.0","False","","CI","CI","False"
"True","Citizens, Inc. Class A Common Stock ($1.00 Par)","N"," ","False","100.0","False","","CIA","CIA","False"
"True","BanColombia S.A. Common Stock","N"," ","False","100.0","False","","CIB","CIB","False"
"True","First Trust NASDAQ Cybersecurity ETF","Q","G","True","100.0","False","N","","CIBR","False"
"True","VictoryShares International High Div Volatility Wtd ETF","Q","G","True","100.0","False","N","","CID","False"
"True","Cinedigm Corp - Class A Common Stock","Q","G","False","100.0","False","D","","CIDM","False"
"True","Ciena Corporation Common Stock","N"," ","False","100.0","False","","CIEN","CIEN","False"
"True","MFS Intermediate High Income Fund Common Stock","N"," ","False","100.0","False","","CIF","CIF","False"
"True","Comp En De Mn Cemig ADS American Depositary Shares","N"," ","False","100.0","False","","CIG","CIG","False"
"True","Comp En De Mn Cemig ADS American Depositary Receipts","N"," ","False","100.0","False","","CIG.C","CIG.C","False"
"True","Colliers International Group Inc.  - Subordinate Voting Shares","Q","Q","False","100.0","False","N","","CIGI","False"
"True","China Index Holdings Limited - American Depository Shares","Q","Q","False","100.0","False","N","","CIH","False"
"True","Blackrock Capital and Income Fund, Inc.","N"," ","False","100.0","False","","CII","CII","False"
"True","CIIG Merger Corp. - Class A Common Stock","Q","S","False","100.0","False","N","","CIIC","False"
"True","CIIG Merger Corp. - Units","Q","S","False","100.0","False","N","","CIICU","False"
"True","CIIG Merger Corp. - Warrants","Q","S","False","100.0","False","N","","CIICW","False"
"True","Credit Suisse Asset Management Income Fund, Inc. Common Stock","A"," ","False","100.0","False","","CIK","CIK","False"
"True","VictoryShares International Volatility Wtd ETF","Q","G","True","100.0","False","N","","CIL","False"
"True","Chimera Investment Corporation Common Stock","N"," ","False","100.0","False","","CIM","CIM","False"
"True","Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CIMpA","CIM-A","False"
"True","Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CIMpB","CIM-B","False"
"True","Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock","N"," ","False","100.0","False","","CIMpC","CIM-C","False"
"True","Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CIMpD","CIM-D","False"
"True","Cincinnati Financial Corporation - Common Stock","Q","Q","False","100.0","False","N","","CINF","False"
"True","Ciner Resources LP Common Units representing Limited Partner Interests","N"," ","False","100.0","False","","CINR","CINR","False"
"True","City Office REIT, Inc. Common Stock","N"," ","False","100.0","False","","CIO","CIO","False"
"True","City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","CIOpA","CIO-A","False"
"True","CIRCOR International, Inc. Common Stock","N"," ","False","100.0","False","","CIR","CIR","False"
"True","CIT Group Inc (DEL) Common Stock","N"," ","False","100.0","False","","CIT","CIT","False"
"True","CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock, Series B","N"," ","False","100.0","False","","CITpB","CIT-B","False"
"True","Civista Bancshares, Inc.  - Common Stock","Q","S","False","100.0","False","N","","CIVB","False"
"True","CompX International Inc. Common Stock","A"," ","False","100.0","False","","CIX","CIX","False"
"True","VictoryShares Developed Enhanced Volatility Wtd ETF","Q","G","True","100.0","False","N","","CIZ","False"
"True","Citizens Holding Company - Common Stock","Q","G","False","100.0","False","N","","CIZN","False"
"True","China Jo-Jo Drugstores, Inc. - Common Stock","Q","S","False","100.0","False","D","","CJJD","False"
"True","SEACOR Holdings Inc. Common Stock","N"," ","False","100.0","False","","CKH","CKH","False"
"True","Checkpoint Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","CKPT","False"
"True","CKX Lands, Inc. Common Stock","A"," ","False","100.0","False","","CKX","CKX","False"
"True","Colgate-Palmolive Company Common Stock","N"," ","False","100.0","False","","CL","CL","False"
"True","Colonnade Acquisition Corp. Class A Ordinary Shares","N"," ","False","100.0","False","","CLA","CLA","False"
"True","Colonnade Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant","N"," ","False","100.0","False","","CLA.U","CLA=","False"
"True","Colonnade Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share","N"," ","False","100.0","False","","CLA.WS","CLA+","False"
"True","Clarus Corporation - Common Stock","Q","Q","False","100.0","False","N","","CLAR","False"
"True","Core Laboratories N.V. Common Stock","N"," ","False","100.0","False","","CLB","CLB","False"
"True","Columbia Financial, Inc. - Common Stock","Q","Q","False","100.0","False","N","","CLBK","False"
"True","Caladrius Biosciences, Inc. - Common Stock","Q","S","False","100.0","False","N","","CLBS","False"
"True","Collectors Universe, Inc. - Common Stock","Q","G","False","100.0","False","N","","CLCT","False"
"True","Cortland Bancorp - Common Stock","Q","S","False","100.0","False","N","","CLDB","False"
"True","Cloudera, Inc. Common Stock","N"," ","False","100.0","False","","CLDR","CLDR","False"
"True","Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest","N"," ","False","100.0","False","","CLDT","CLDT","False"
"True","Celldex Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","CLDX","False"
"True","China Liberal Education Holdings Limited - Ordinary Shares","Q","S","False","100.0","False","N","","CLEU","False"
"True","Cleveland-Cliffs Inc. Common Stock","N"," ","False","100.0","False","","CLF","CLF","False"
"True","Clearfield, Inc. - Common Stock","Q","G","False","100.0","False","N","","CLFD","False"
"True","CollPlant Biotechnologies Ltd. - American Depositary Shares","Q","S","False","100.0","False","N","","CLGN","False"
"True","CoreLogic, Inc. Common Stock","N"," ","False","100.0","False","","CLGX","CLGX","False"
"True","Clean Harbors, Inc. Common Stock","N"," ","False","100.0","False","","CLH","CLH","False"
"True","Mack-Cali Realty Corporation Common Stock","N"," ","False","100.0","False","","CLI","CLI","False"
"True","Climate Change Crisis Real Impact I Acquisition Corporation Units, each consisting of one share of Class A Common Stock and one-half of one Warrant","N"," ","False","100.0","False","","CLII.U","CLII=","False"
"True","ClearSign Technologies Corporation - Common Stock","Q","S","False","100.0","False","D","","CLIR","False"
"True","ProShares Long Online/Short Stores ETF","P"," ","True","100.0","False","","CLIX","CLIX","False"
"True","Cellectis S.A. - American Depositary Shares","Q","G","False","100.0","False","N","","CLLS","False"
"True","Cornerstone Strategic Value Fund, Inc. New Common Stock","A"," ","False","100.0","False","","CLM","CLM","False"
"True","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests","Q","Q","False","100.0","False","N","","CLMT","False"
"True","Colony Credit Real Estate, Inc. Class A Common Stock","N"," ","False","100.0","False","","CLNC","CLNC","False"
"True","Clean Energy Fuels Corp. - Common Stock","Q","Q","False","100.0","False","N","","CLNE","False"
"True","Colony Capital, Inc.","N"," ","False","100.0","False","","CLNY","CLNY","False"
"True","Colony Capital, Inc. 7.50% Series G cumulative redeemable perpetual preferred stock","N"," ","False","100.0","False","","CLNYpG","CLNY-G","False"
"True","Colony Capital, Inc. 7.125% Series H cumulative redeemable perpetual preferred stock","N"," ","False","100.0","False","","CLNYpH","CLNY-H","False"
"True","Colony Capital, Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock","N"," ","False","100.0","False","","CLNYpI","CLNY-I","False"
"True","Colony Capital, Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock","N"," ","False","100.0","False","","CLNYpJ","CLNY-J","False"
"True","Global X Cloud Computing ETF","Q","G","True","100.0","False","N","","CLOU","False"
"True","Clipper Realty Inc. Common Stock","N"," ","False","100.0","False","","CLPR","CLPR","False"
"True","CLPS Incorporation - Common Stock","Q","G","False","100.0","False","N","","CLPS","False"
"True","ClearPoint Neuro Inc. - Common Stock","Q","S","False","100.0","False","N","","CLPT","False"
"True","Continental Resources, Inc. Common Stock","N"," ","False","100.0","False","","CLR","CLR","False"
"True","Cellectar Biosciences, Inc. - Common Stock","Q","S","False","100.0","False","N","","CLRB","False"
"True","Cellectar Biosciences, Inc. - Series A Warrants","Q","S","False","100.0","False","N","","CLRBZ","False"
"True","IQ Chaikin U.S. Large Cap ETF","Q","G","True","100.0","False","N","","CLRG","False"
"True","ClearOne, Inc. - Common Stock","Q","S","False","100.0","False","N","","CLRO","False"
"True","Celestica, Inc. Common Stock","N"," ","False","100.0","False","","CLS","CLS","False"
"True","Clearside Biomedical, Inc. - Common Stock","Q","G","False","100.0","False","N","","CLSD","False"
"True","CleanSpark, Inc. - Common Stock","Q","S","False","100.0","False","N","","CLSK","False"
"True","Celsion Corporation - Common Stock","Q","S","False","100.0","False","D","","CLSN","False"
"True","Invesco Treasury Collateral ETF","P"," ","True","100.0","False","","CLTL","CLTL","False"
"True","Clovis Oncology, Inc. - Common Stock","Q","Q","False","100.0","False","N","","CLVS","False"
"True","Clearwater Paper Corporation Common Stock","N"," ","False","100.0","False","","CLW","CLW","False"
"True","Euro Tech Holdings Company Limited - Ordinary Shares","Q","S","False","100.0","False","N","","CLWT","False"
"True","Clorox Company (The) Common Stock","N"," ","False","100.0","False","","CLX","CLX","False"
"True","Calyxt, Inc. - Common Stock","Q","G","False","100.0","False","N","","CLXT","False"
"True","Canadian Imperial Bank of Commerce Common Stock","N"," ","False","100.0","False","","CM","CM","False"
"True","Comerica Incorporated Common Stock","N"," ","False","100.0","False","","CMA","CMA","False"
"True","Cambium Networks Corporation - Ordinary Shares","Q","G","False","100.0","False","N","","CMBM","False"
"True","iShares CMBS Bond ETF","P"," ","True","100.0","False","","CMBS","CMBS","False"
"True","Commercial Metals Company Common Stock","N"," ","False","100.0","False","","CMC","CMC","False"
"True","Caledonia Mining Corporation Plc Common Shares","A"," ","False","100.0","False","","CMCL","CMCL","False"
"True","Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares","N"," ","False","100.0","False","","CMCM","CMCM","False"
"True","Columbus McKinnon Corporation - Common Stock","Q","Q","False","100.0","False","N","","CMCO","False"
